zcr_mean,energy_mean,energy_entropy_mean,spectral_centroid_mean,spectral_spread_mean,spectral_entropy_mean,spectral_flux_mean,spectral_rolloff_mean,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,mfcc_13_mean,chroma_1_mean,chroma_2_mean,chroma_3_mean,chroma_4_mean,chroma_5_mean,chroma_6_mean,chroma_7_mean,chroma_8_mean,chroma_9_mean,chroma_10_mean,chroma_11_mean,chroma_12_mean,chroma_std_mean,delta zcr_mean,delta energy_mean,delta energy_entropy_mean,delta spectral_centroid_mean,delta spectral_spread_mean,delta spectral_entropy_mean,delta spectral_flux_mean,delta spectral_rolloff_mean,delta mfcc_1_mean,delta mfcc_2_mean,delta mfcc_3_mean,delta mfcc_4_mean,delta mfcc_5_mean,delta mfcc_6_mean,delta mfcc_7_mean,delta mfcc_8_mean,delta mfcc_9_mean,delta mfcc_10_mean,delta mfcc_11_mean,delta mfcc_12_mean,delta mfcc_13_mean,delta chroma_1_mean,delta chroma_2_mean,delta chroma_3_mean,delta chroma_4_mean,delta chroma_5_mean,delta chroma_6_mean,delta chroma_7_mean,delta chroma_8_mean,delta chroma_9_mean,delta chroma_10_mean,delta chroma_11_mean,delta chroma_12_mean,delta chroma_std_mean,zcr_std,energy_std,energy_entropy_std,spectral_centroid_std,spectral_spread_std,spectral_entropy_std,spectral_flux_std,spectral_rolloff_std,mfcc_1_std,mfcc_2_std,mfcc_3_std,mfcc_4_std,mfcc_5_std,mfcc_6_std,mfcc_7_std,mfcc_8_std,mfcc_9_std,mfcc_10_std,mfcc_11_std,mfcc_12_std,mfcc_13_std,chroma_1_std,chroma_2_std,chroma_3_std,chroma_4_std,chroma_5_std,chroma_6_std,chroma_7_std,chroma_8_std,chroma_9_std,chroma_10_std,chroma_11_std,chroma_12_std,chroma_std_std,delta zcr_std,delta energy_std,delta energy_entropy_std,delta spectral_centroid_std,delta spectral_spread_std,delta spectral_entropy_std,delta spectral_flux_std,delta spectral_rolloff_std,delta mfcc_1_std,delta mfcc_2_std,delta mfcc_3_std,delta mfcc_4_std,delta mfcc_5_std,delta mfcc_6_std,delta mfcc_7_std,delta mfcc_8_std,delta mfcc_9_std,delta mfcc_10_std,delta mfcc_11_std,delta mfcc_12_std,delta mfcc_13_std,delta chroma_1_std,delta chroma_2_std,delta chroma_3_std,delta chroma_4_std,delta chroma_5_std,delta chroma_6_std,delta chroma_7_std,delta chroma_8_std,delta chroma_9_std,delta chroma_10_std,delta chroma_11_std,delta chroma_12_std,delta chroma_std_std,bpm,beat_ratio,file
0.06548733707,0.06057379777,3.137980316,0.1374645305,0.157390326,0.5387098273,0.01010084433,0.09615162514,-28.89664842,1.429153234,-0.1282651474,0.05813999712,0.04545741447,0.3451605608,0.04930028918,-0.006889152488,-0.07502272146,-0.0924072857,0.1097827615,0.1354241039,0.09426756068,0.008936221647,0.002833687437,0.02482822521,0.006206802667,0.02920265493,0.0124953467,0.07105133079,0.002672035203,0.005348004851,0.01062467341,0.03679261897,0.003428796156,0.03135231339,-0.0002382032668,-2.91E-05,0.001807508493,-0.0004607357323,-0.0004652753557,-0.002609477503,1.05E-19,-0.0004475334103,-0.1723364083,-0.001521147265,-0.0003501497436,-0.00203974606,-0.0006640840864,-0.0003890733736,0.0001016969211,-0.001018673173,0.0001322432742,-0.0001238672773,-0.0003979376084,2.12E-05,0.0003994565064,-4.49E-05,-1.39E-05,-2.31E-05,-1.42E-05,0.0003325665349,-1.22E-05,-0.0002201633409,-3.18E-06,-7.65E-06,-1.04E-05,-2.81E-05,-4.74E-06,4.74E-05,0.03648318994,0.04974772397,0.2188309214,0.03301313332,0.02142083393,0.4277690798,0.01566665134,0.08189142229,2.530311819,0.7844063083,0.4699038673,0.4204596153,0.329024598,0.3761885305,0.2909299573,0.2840437386,0.2557454994,0.2257660081,0.2812849157,0.2583805812,0.2245490796,0.01103098044,0.003541489322,0.02447544211,0.006216569842,0.01946773379,0.01657108067,0.0748716034,0.003605911049,0.006028202481,0.01417889011,0.04155012101,0.004327228212,0.01907206277,0.03488899586,0.05764285275,0.323732857,0.03225276151,0.02408008974,0.4042373542,0.01933882811,0.0822578568,2.203381565,0.7796338579,0.5179132351,0.4596797039,0.3479366504,0.3749487498,0.3019627465,0.2962752142,0.2791470134,0.2528256975,0.2831178068,0.2683900811,0.2595401217,0.01333927908,0.004490379567,0.03035184516,0.007583426162,0.02345136259,0.01646043053,0.09575043772,0.004671070012,0.006710331669,0.01856659698,0.05719120869,0.004395699671,0.02256024206,150,0.194366196,/content/gdrive/My Drive/wav_files/Clip_1000.wav
0.0374589491,0.0265785672,3.122719704,0.1231440389,0.1823750147,0.204424361,0.01149068124,0.05174574367,-27.27862551,2.190211021,0.1814061954,0.6182898612,-0.05761840223,0.06041482782,0.1329615103,0.2162511332,0.2198748925,0.2049192508,0.0552869245,0.05769827806,0.1343679547,0.01247316603,0.003404702693,0.07389757364,0.006782611855,0.02510485719,0.002739062111,0.1056120011,0.0007764637974,0.006307813849,0.01071935217,0.03448223424,0.00719382281,0.04725548348,-0.0001242329963,-0.0001020494737,0.003507707229,-0.001716106878,-0.001439807076,-0.001044906963,0.001103759041,-0.0001015469709,-0.2302963143,-0.07029620036,-0.0133437977,-0.01260081196,-0.009004686923,-0.0118244841,-0.01478298587,-0.01324128509,-0.002804635395,0.00391556892,-0.003638176123,0.002368369707,-0.00697690029,-5.03E-06,-2.24E-06,-0.0003089511235,-7.37E-06,0.0005251284582,-9.04E-06,-0.0004274022242,-1.34E-06,-1.89E-05,-0.0001030630899,-3.27E-05,-7.77E-06,7.73E-05,0.01735935519,0.02000960035,0.171036743,0.0278243643,0.02471871738,0.1679264775,0.006672160352,0.0377550566,1.345205952,0.468926615,0.4099387031,0.4439581642,0.2502604645,0.2886853841,0.2406822597,0.2673310405,0.301344054,0.2930547322,0.2758483474,0.2269665273,0.2176499864,0.0150257596,0.005229532449,0.05693812404,0.008404248322,0.01176224844,0.003545232051,0.06122138107,0.001234811227,0.007416048957,0.01234185784,0.03077214006,0.008808494,0.01511308406,0.01613813982,0.018223052,0.2374670862,0.03002290594,0.02976540582,0.1530158431,0.008537388422,0.04073824357,1.068603634,0.4606816573,0.401803319,0.4134391428,0.2715014189,0.3010221559,0.2592671659,0.2851369072,0.2832456946,0.2694729475,0.2734927807,0.2457619515,0.2336553077,0.01489615531,0.004054469479,0.0470774864,0.008076130098,0.01418478885,0.003671700055,0.06219852739,0.001176525869,0.006000505133,0.01120723889,0.02514073148,0.007532530306,0.01576731926,150,0.1488673129,/content/gdrive/My Drive/wav_files/Clip_1004.wav
0.06117059891,0.02551621054,3.097650756,0.1387022121,0.1617753339,0.6016016046,0.005923232538,0.09836811857,-24.69208376,1.079945671,0.7491247818,0.3629788829,0.1017359601,0.3147667445,0.07716435882,0.1283953512,0.1208551147,0.1295509894,0.03557815349,-0.01197731283,0.05009476452,0.0126550904,0.002629159528,0.06233397631,0.003012873253,0.007872691545,0.004309718417,0.097490309,0.002084199855,0.00204296492,0.004859086256,0.08090613561,0.001300576663,0.04402209439,5.14E-05,0.0001987189322,-8.84E-05,5.22E-05,3.58E-06,0.0005971003972,8.50E-06,0.0001315789474,0.01382455744,-0.001207728556,0.0007207296671,0.0008713628709,0.0008702250766,0.0008241625399,1.77E-05,-0.0005464320632,0.0002643971113,2.14E-05,0.0005998863649,-0.0005837424622,-0.0009555259354,0.00011360318,-1.98E-06,2.15E-05,-3.75E-06,-1.43E-05,1.25E-06,-0.0002212213495,1.09E-06,1.23E-06,6.10E-06,9.37E-05,1.01E-05,-5.47E-05,0.02529392823,0.01777217971,0.1835323773,0.02588179127,0.0196956543,0.2915689155,0.00379998864,0.04912882146,1.243215964,0.4237769227,0.2811479778,0.2590157994,0.2731877576,0.2409713279,0.2151439347,0.2359676598,0.2254388454,0.2287024896,0.2267860546,0.2098518148,0.1885892587,0.01557020166,0.003183127569,0.04925496794,0.003033639153,0.005862211822,0.004355008327,0.06642836601,0.003267329967,0.002511833049,0.004031297294,0.05327962051,0.001237129479,0.0154327232,0.02595549519,0.02381272307,0.2436096676,0.02818800168,0.02595665198,0.3162842431,0.00446305171,0.05679226759,1.468775239,0.5415258269,0.3228949059,0.315347151,0.3025205496,0.2821534592,0.2674313715,0.2820814244,0.2443631478,0.2656994023,0.2625500897,0.2494310699,0.2387983025,0.02193269634,0.003977950566,0.06227799463,0.004177526539,0.007821904605,0.005362106616,0.08695415944,0.004062556742,0.003475419796,0.005700394995,0.0607644996,0.001581626366,0.01942218254,171.4285714,0.1488095229,/content/gdrive/My Drive/wav_files/Clip_1005.wav
0.009639292196,0.03730781111,3.146072925,0.07606759557,0.157587425,0.03120445315,0.007465545202,0.01247126437,-25.80618215,3.304855087,0.4769093418,0.5630812044,0.3422005683,0.4041507715,0.1025206475,-0.05409897136,-0.00724593093,0.1683002374,0.1465692959,0.005067619994,0.02065209365,0.009538040615,0.001001256547,0.05656380314,0.006821059677,0.04977980356,0.003385793965,0.06394114009,0.001890803927,0.004290415135,0.01105696732,0.1073617197,0.0009551098264,0.0514603894,7.56E-07,-6.90E-05,0.0003475577264,-0.0001319545638,-0.0001368015803,-9.56E-05,1.14E-05,6.05E-06,-0.009717762113,0.002190580914,0.001137690849,0.0007390855371,-0.0002797586673,-0.001098594246,-0.000522796329,8.60E-05,-0.0001514575671,0.0006142811179,0.0005113998444,0.0001096916973,-0.0002792922858,1.84E-06,-2.03E-06,3.74E-05,-2.39E-06,-9.94E-06,-1.03E-06,-4.64E-05,-3.11E-07,6.73E-07,-1.57E-05,-6.44E-05,-4.26E-07,-1.44E-05,0.00377014666,0.02189196505,0.1137552253,0.02689996606,0.0412935763,0.0211370481,0.00626988007,0.00507627303,0.9087444632,0.3695369978,0.2245622102,0.2118618153,0.2233116946,0.2212681305,0.2357226835,0.2173069871,0.1921580156,0.183410249,0.1894780109,0.1639024433,0.1614582124,0.00834119909,0.00100869566,0.02381693738,0.01050342356,0.03066881206,0.003561386414,0.03828035726,0.002069665003,0.004411436432,0.007174783457,0.0442877836,0.0009076346364,0.01005457009,0.003428662639,0.01845647279,0.1318605269,0.03790149285,0.05872115327,0.02410568378,0.008057532877,0.004554432357,0.992843056,0.4733109096,0.2743504596,0.2538707201,0.2553721368,0.2495622349,0.2545049247,0.2387136887,0.2186093009,0.204834666,0.2199603683,0.190702352,0.1864196998,0.007667236778,0.0009563167249,0.0212500404,0.01341908041,0.02214830629,0.004220755047,0.0294745425,0.002546675813,0.004177106766,0.007621023303,0.03335433025,0.001189822037,0.009004292146,150,0.09808102283,/content/gdrive/My Drive/wav_files/Clip_1006.wav
0.02153660012,0.0180885191,3.141113941,0.08898193916,0.1586316428,0.106729725,0.005898716465,0.02552934059,-25.40433921,3.060442786,0.2973218961,0.404890726,-0.02881226372,0.1524715031,0.07334923799,0.07408447416,-0.164811652,-0.04888979487,-0.05171601879,0.02822761537,-0.1004188857,0.03612694958,0.005307996997,0.05104131436,0.01168604544,0.02565868464,0.009541537333,0.05380766163,0.0005404200542,0.002594665947,0.01427779636,0.05856595601,0.00323810255,0.03605088336,-2.12E-05,2.26E-05,-0.0001002090773,-2.19E-05,6.58E-06,-4.83E-05,1.39E-05,-2.57E-05,0.001834571801,0.0005448090362,0.001065502588,0.001882973396,0.001875550491,-0.0004840702817,0.0001369304339,0.001628947989,0.0009117517015,0.00136539051,0.001555726246,0.0004670683579,-0.000673143969,3.43E-06,3.84E-07,3.12E-06,-5.51E-06,-0.0002601973263,9.10E-07,1.56E-05,-4.22E-07,2.88E-06,2.32E-05,0.0004415354194,3.04E-06,4.90E-05,0.009848361956,0.01481039596,0.1317940936,0.02556815925,0.03474299038,0.0850885023,0.004363319362,0.01243216632,1.223301826,0.4597776088,0.2818618015,0.3058375089,0.2249108175,0.2255932693,0.2086303738,0.215855348,0.2351556056,0.2006872421,0.2080184326,0.188851436,0.1746980813,0.02993392795,0.006293722141,0.03410412415,0.01028591781,0.02106379438,0.007905429932,0.03032392608,0.0006789008374,0.002634278613,0.009827330437,0.03801563543,0.003244159203,0.009516959985,0.009787643704,0.01312564988,0.177522115,0.0330369366,0.04696565424,0.08897335815,0.005385968556,0.01356540507,1.013747022,0.4526788912,0.2865869991,0.2990252666,0.2423863739,0.24052016,0.2138318682,0.226132378,0.2202195062,0.2297945727,0.2158188701,0.2108842334,0.1953279015,0.02667571063,0.005194480588,0.02869018577,0.01125024558,0.01592259309,0.00812819231,0.02501244227,0.0008718635292,0.003474495191,0.01022126585,0.03478803893,0.003211563843,0.009549797567,120,0.09491525359,/content/gdrive/My Drive/wav_files/Clip_1011.wav
0.02953115547,0.01145137401,3.176010653,0.08383851012,0.1454668892,0.06844986833,0.009356881104,0.04019509982,-25.94253189,2.623044797,-0.8734232344,0.3556239846,-0.02746876788,0.1042140958,-0.06372537409,-0.08104472991,0.08753690916,-0.01038032026,-0.2212721173,-0.01658361134,-0.07993578108,0.02268837434,0.009611561216,0.04384710504,0.02110643934,0.01483818553,0.008750145838,0.0453607652,0.003885989471,0.006569171977,0.01525683394,0.03332355725,0.007007758524,0.02843968266,-2.04E-05,-1.32E-05,-4.38E-05,-6.37E-05,-8.01E-05,1.74E-06,5.05E-06,-3.63E-05,-0.0005192959957,0.003043945231,0.001818317192,0.0001598794439,0.001039660224,0.0002078652393,-0.001354761991,-0.0002047933891,0.001173464802,0.001275366065,-0.0005234460471,-0.0010622517,-6.48E-05,1.62E-05,5.34E-07,6.06E-05,1.31E-05,1.30E-05,7.49E-06,3.02E-05,-1.23E-05,5.02E-07,1.41E-05,0.0002175689463,1.82E-05,5.56E-05,0.008026094159,0.007075691432,0.08718799599,0.02255088624,0.03436116747,0.06126506519,0.004807866822,0.01181867891,0.6644711235,0.4304077655,0.3546234817,0.3161083629,0.239422184,0.2301715584,0.2262969819,0.240271327,0.2380285707,0.2427983395,0.2264123536,0.2091189263,0.2116370019,0.01978628497,0.01347831502,0.0291515198,0.0241800479,0.01402381764,0.01067754667,0.02975386467,0.005579128885,0.009457250445,0.01424961522,0.02318872541,0.007483411246,0.01096390167,0.007417429909,0.006580744141,0.1208331202,0.02734094802,0.04402915013,0.06636916842,0.006170921721,0.01160827404,0.5239317729,0.3503466668,0.3199505057,0.2706023523,0.2541360808,0.255266703,0.2315453769,0.2290720987,0.2417049835,0.2422999537,0.2219153278,0.2041717336,0.2162948476,0.02169007561,0.01317257631,0.03444506252,0.02241739883,0.01660385818,0.0133517572,0.03581747162,0.005400937014,0.01081415211,0.016766229,0.02906500847,0.009389026294,0.01350599699,133.3333333,0.08799048689,/content/gdrive/My Drive/wav_files/Clip_1012.wav
0.01697973382,0.002806452049,2.827194195,0.1048021893,0.1827459192,0.07712565716,0.02012651433,0.008442226255,-32.4956832,2.807316154,0.7775824068,0.6943023261,0.5017056566,0.3092482147,0.1857303827,0.2054986576,0.2482077125,0.1914391492,0.04338344657,0.06263373686,0.06793080628,0.003412005887,0.0003688959519,0.1188743448,0.001899295529,0.01800459056,0.001991713766,0.1706114431,0.0001368420966,0.0008071534202,0.009681514464,0.06618475175,0.0004907698573,0.06430802578,-3.02E-05,1.75E-06,-0.0003046172408,-9.12E-05,-4.98E-05,-0.0001646153409,6.92E-05,-6.05E-06,0.008299451043,-0.0002854900565,-0.0006139110403,0.000393463071,0.0007143084671,0.0002107795452,0.0007426071689,0.000354827915,0.0004946218825,0.0006363743965,0.0005543743462,0.0005982713264,-0.0001084669069,-8.46E-06,-8.39E-07,1.09E-05,-6.43E-06,2.55E-05,-5.81E-06,-4.96E-05,-2.21E-07,-3.65E-07,-1.81E-06,6.77E-05,-1.01E-06,1.21E-05,0.0087480132,0.003856074063,0.2151061415,0.02553250652,0.02941706044,0.05898901626,0.01213173207,0.005960879711,1.233088737,0.3739488948,0.3290375989,0.2224711299,0.2362733892,0.1822049271,0.1734068879,0.1838295356,0.1686229124,0.1563126319,0.1361460948,0.1359970672,0.1374069644,0.003261832768,0.0004330073824,0.06997620218,0.001927770675,0.01357430994,0.002631560965,0.08726190956,0.0001931468122,0.001152632135,0.009307710753,0.04717039082,0.0005670072823,0.01536507201,0.01038664945,0.005147891274,0.303884072,0.03397348123,0.03972057553,0.06826487781,0.01563187635,0.006696466342,1.378835569,0.4335288134,0.415413918,0.2849198608,0.287176258,0.2231592497,0.2232689121,0.2207835796,0.2220450306,0.2024849242,0.1756104715,0.181815852,0.186973071,0.004612062332,0.0006228506013,0.0948265933,0.002742358438,0.01936688468,0.003547808962,0.1226381953,0.0002542266435,0.001623922464,0.01262536972,0.06602437414,0.000726978069,0.02126437756,171.4285714,0.09080325897,/content/gdrive/My Drive/wav_files/Clip_1013.wav
0.210673775,0.001296029008,3.225331185,0.257934486,0.1994172291,1.976610964,0.00164890031,0.4159785239,-30.97002534,0.3291296918,-0.3817720678,-0.2181577676,-0.07457161903,0.1832632738,-0.01410571069,-0.1483640793,-0.1235674035,0.04284942331,0.02927859743,0.02576085026,-0.07663052852,0.005077907823,0.004041952898,0.008158234389,0.00555394438,0.006587482664,0.008883059704,0.01184318461,0.01095268739,0.007634808793,0.006990006682,0.007043256127,0.003928523367,0.007027225323,-0.000202661827,8.34E-05,-7.83E-05,-0.0001744702238,-6.33E-05,-0.00201201987,2.34E-05,-0.000558076225,0.006212200296,-0.007424779594,-0.0002017586441,0.001420576268,0.0003750367513,4.84E-05,-0.0002479814129,0.0008985813189,0.000692502454,0.0005460599599,-0.0006248681129,0.0005410294382,0.0004703253202,-8.60E-06,1.74E-05,-8.48E-06,-1.24E-05,-1.58E-05,-1.41E-05,-1.76E-05,-8.12E-06,1.46E-05,-1.47E-05,-7.21E-06,-8.05E-06,4.74E-06,0.031637609,0.002128960854,0.1597873192,0.02002150278,0.009174904434,0.2963207379,0.0007843241677,0.06823586491,0.8068682413,0.4765816198,0.2541239001,0.2421278211,0.2013917027,0.1874129714,0.1846956902,0.1740153302,0.1786886175,0.1733565894,0.1733656796,0.1610316117,0.1596932308,0.003137889379,0.003770412681,0.007251251219,0.003795969028,0.004923793643,0.007629589505,0.008497678791,0.009914955157,0.006663349587,0.005474943952,0.004873111179,0.002574524838,0.004631750511,0.02706359292,0.001653231883,0.2098668534,0.01651974405,0.008631955464,0.2413867071,0.000705303323,0.05751280813,0.5288594366,0.3683045301,0.248703734,0.2459722276,0.2473519624,0.2176586413,0.2220602558,0.2157913868,0.2240283555,0.2104599522,0.2130667179,0.2103248615,0.2176330853,0.004138826813,0.004775647277,0.009147585005,0.004537115221,0.00622322238,0.009340321497,0.01072930957,0.01368053978,0.008423359253,0.007178362852,0.005795955635,0.003450182238,0.005707202546,120,0.08185538814,/content/gdrive/My Drive/wav_files/Clip_1014.wav
0.05137805443,0.1003200795,3.181203803,0.1253646187,0.1680264551,0.3881380642,0.00951753907,0.07903970452,-22.84834343,2.638319695,0.239755589,0.05909686931,-0.0890035511,0.06079253505,-0.1632363409,-0.07830336755,-0.04196198449,-0.1139053585,-0.1244188784,-0.08281921925,0.03248139608,0.01030651621,0.01182451895,0.0763045557,0.03375077595,0.03081065202,0.03138953721,0.03185121202,0.001598700799,0.006492975994,0.009971937203,0.01760972448,0.002380967938,0.04038516783,0.0001070621199,-0.0001572358439,-0.005101872918,0.0002990094904,4.33E-05,0.003364208046,2.31E-06,0.0006798732059,-0.0290233074,-0.006333215045,-0.0002828599647,0.002213349236,0.000780558571,-0.0006336154172,0.0002017556024,-0.0002889360995,0.0003034225611,-2.91E-05,0.001036703295,0.0002804688802,0.001554200285,-0.0001533260506,9.34E-07,-6.21E-05,-2.27E-05,-6.24E-07,-7.33E-07,8.18E-06,6.14E-06,6.65E-06,-3.15E-05,-0.0001025232695,-5.70E-05,-4.50E-05,0.02301065266,0.03039804153,0.1256689591,0.03026457094,0.02824203119,0.1965648761,0.007453915034,0.05148587202,0.9233465872,0.4475524975,0.3934808789,0.3072309896,0.2534578264,0.2553647367,0.2498888828,0.243566181,0.2578804672,0.2567548803,0.2589346156,0.2701444189,0.2295446509,0.01337877283,0.01176620237,0.07694958721,0.03622467741,0.03126765418,0.03437954579,0.02917867969,0.002486433827,0.007452396446,0.00783753449,0.01562137763,0.002672452085,0.01688551455,0.02416507804,0.03121002502,0.1488069086,0.0322490449,0.03539784581,0.2078301736,0.01004081768,0.05744722672,1.038249206,0.4775723124,0.3600234366,0.3134674685,0.2802741863,0.2864625509,0.2715954274,0.2599051687,0.2645270211,0.2613892895,0.2641658603,0.2498356551,0.2423608145,0.01713807227,0.00819027208,0.06735774417,0.03696216604,0.03700397463,0.0332466913,0.03423515631,0.002823039187,0.00797326349,0.008734505639,0.01701249987,0.003122900469,0.01667167782,240,0.1209476301,/content/gdrive/My Drive/wav_files/Clip_1021.wav
0.05619782214,0.01921719385,3.041837906,0.1352163069,0.1694690568,0.4390146774,0.01091262436,0.08975650333,-26.01068676,1.890743121,-0.1516475243,0.002174946188,-0.2600910769,0.2471502641,0.09096204767,0.1640721753,-0.05514114178,0.07077297859,0.03267240732,0.05772749815,-0.01300805714,0.01169229944,0.004997987106,0.04768497972,0.01340452363,0.01873825141,0.01093137931,0.05940003964,0.004261118427,0.005849310186,0.01121097445,0.02537090249,0.006443069806,0.03008810629,-2.12E-05,-6.34E-05,-2.69E-05,-6.47E-05,-9.17E-05,-1.25E-05,1.11E-05,-3.33E-05,-0.002240143096,0.0004821421514,0.003273134313,-0.0007029520079,-0.00557729323,0.0008165016643,-0.0001442215588,-0.0001451955667,0.0008206084793,0.0003263134873,-0.001257778052,0.0002789247516,-0.000376676326,3.30E-06,7.20E-06,3.87E-08,6.86E-05,3.97E-06,-3.00E-06,-2.59E-05,-2.39E-06,-3.25E-07,4.30E-05,6.42E-05,-2.50E-05,1.61E-05,0.04113494666,0.01883514391,0.2587791196,0.05629378624,0.03600406689,0.3983013806,0.007981731168,0.09034681852,2.307977309,0.9778403472,0.8273050072,0.4992186859,0.5368824534,0.4654368459,0.3663861263,0.3300995398,0.3229846196,0.2745542726,0.2489509067,0.2360235871,0.2180283881,0.01607508073,0.007496292604,0.04432428432,0.01769809153,0.01815304885,0.01523499019,0.06200055919,0.006358820263,0.009300176411,0.01493762494,0.02510615199,0.009442889341,0.01746267588,0.0457300921,0.01888322249,0.3623187193,0.06285806051,0.04349031463,0.4406138334,0.01062040765,0.1095443454,2.101432406,0.8716572021,0.6993107803,0.4963406516,0.4901090683,0.4095260323,0.3758251398,0.3318406436,0.3344270441,0.3044644577,0.2670671174,0.2674728344,0.2545419786,0.01963583202,0.009901039401,0.04416272831,0.0184559583,0.02025773752,0.01889280028,0.0624347044,0.007974535654,0.01074649633,0.01722468271,0.03052078458,0.01189120367,0.01803294786,200,0.1200417529,/content/gdrive/My Drive/wav_files/Clip_1027.wav
